timestamp,src_ip,pkt_count,byte_count,pkts_per_sec,bytes_per_sec,unique_dst_ips,unique_dst_ports,avg_pkt_size,std_ias,syn_count,syn_ratio,arp_req,arp_rep,mac_changes
1763683017.6392956,10.0.1.10,9,634,0.9,63.4,3,3,70.44444444444444,0.24488016677177601,0,0.0,0,0,5
1763683017.6884,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683018.7135954,10.0.1.10,5,346,0.5,34.6,2,2,69.2,0.32018973546181745,0,0.0,0,0,1
1763683018.7231119,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683018.7464385,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683019.768574,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0032991853866487604,2,0.5,0,0,2
1763683019.7850924,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683019.809804,10.0.1.10,7,502,0.7,50.2,3,3,71.71428571428571,0.1995061981782158,0,0.0,0,0,4
1763683019.829547,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683020.85066,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683020.860546,10.0.1.10,8,560,0.8,56.0,3,3,70.0,0.08512007603069059,0,0.0,0,0,2
1763683020.8885865,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683020.9254644,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683021.940969,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683021.9471443,10.0.1.10,6,606,0.6,60.6,2,2,101.0,0.09449237581132829,0,0.0,0,0,1
1763683021.9731286,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683023.9973118,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683024.015052,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683024.0355082,10.0.1.10,12,840,1.2,84.0,4,4,70.0,0.1292414232067672,0,0.0,0,0,5
1763683024.057269,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683024.080772,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683025.1012115,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0021781789888431153,2,0.5,0,0,2
1763683025.1148775,10.0.1.10,2,148,0.2,14.8,1,1,74.0,0,0,0.0,0,0,1
1763683026.1423547,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683026.1513565,10.0.1.10,6,420,0.6,42.0,2,2,70.0,0.06350028223258862,0,0.0,0,0,3
1763683026.1905046,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683027.2102113,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683027.216595,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.0014899475807668972,2,0.5,0,0,2
1763683027.2406278,10.0.1.10,9,634,0.9,63.4,3,3,70.44444444444444,0.12019578980207872,0,0.0,0,0,5
1763683027.2621493,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683028.2876656,10.0.1.10,2,140,0.2,14.0,1,1,70.0,0,0,0.0,0,0,1
1763683028.2978961,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683029.3255148,10.0.1.10,3,206,0.3,20.6,1,1,68.66666666666667,0.0012111663818359375,0,0.0,0,0,0
1763683029.3333228,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683030.3601146,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683030.4046257,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683030.4426103,10.0.1.10,6,428,0.6,42.8,2,2,71.33333333333333,0.2538146333387754,0,0.0,0,0,3
1763683031.4848993,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0017006178963875685,2,0.5,0,0,2
1763683031.5123596,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683031.5456846,10.0.1.10,9,642,0.9,64.2,4,4,71.33333333333333,0.15681144025434612,0,0.0,0,0,4
1763683031.5749152,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683031.6056643,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683032.6384072,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0024405509313293675,2,0.5,0,0,2
1763683032.6565223,10.0.1.10,2,148,0.2,14.8,1,1,74.0,0,0,0.0,0,0,2
1763683033.6825993,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.001497416660227006,2,0.5,0,0,2
1763683033.7028286,10.0.1.10,10,692,1.0,69.2,3,3,69.2,0.10659661744996005,0,0.0,0,0,5
1763683033.7390268,10.0.1.11,3,346,0.3,34.6,1,1,115.33333333333333,0.001385331153869629,1,0.3333333333333333,0,0,0
1763683033.7605753,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683034.7827373,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0020339297776014154,2,0.5,0,0,2
1763683034.8080468,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.00216294267340031,2,0.5,0,0,2
1763683034.8439429,10.0.1.10,4,296,0.4,29.6,2,2,74.0,0.09499572858896795,0,0.0,0,0,3
1763683035.875856,10.0.1.10,3,206,0.3,20.6,1,1,68.66666666666667,0.0016349554061889648,0,0.0,0,0,1
1763683035.8982275,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683036.9327347,10.0.2.10,2,0,0.2,0.0,0,0,0.0,0,0,0,0,0,2
1763683036.9373243,10.0.1.10,5,280,0.5,28.0,2,2,56.0,0.037735617316048214,0,0.0,0,0,0
1763683036.9626176,10.0.1.11,4,74,0.4,7.4,1,1,18.5,0.01284828742613652,1,1.0,0,0,1
1763683036.985665,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683038.0097814,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0015856501604082115,2,0.5,0,0,2
1763683038.0201073,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.0024615168413639013,2,0.5,0,0,2
1763683038.0481787,10.0.1.10,5,362,0.5,36.2,2,2,72.4,0.1624072457136736,0,0.0,0,0,4
1763683039.072404,10.0.2.10,2,0,0.2,0.0,0,0,0.0,0,0,0,0,0,2
1763683039.0868108,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683039.1117883,10.0.1.10,7,288,0.7,28.8,2,2,41.142857142857146,0.07141458660199594,0,0.0,0,0,4
1763683039.1337152,10.0.1.11,3,346,0.3,34.6,1,1,115.33333333333333,0.0011063814163208008,1,0.3333333333333333,0,0,1
1763683039.1901753,10.0.1.12,1,0,0.1,0.0,0,0,0.0,0,0,0,0,0,0
1763683040.2439055,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0027370051290753717,2,0.5,0,0,2
1763683040.2464082,10.0.1.10,2,148,0.2,14.8,1,1,74.0,0,0,0.0,0,0,1
1763683041.305129,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.002449899016958697,2,0.5,0,0,2
1763683041.3162158,10.0.1.10,4,288,0.4,28.8,2,2,72.0,0.09647061383832668,0,0.0,0,0,2
1763683041.3456838,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683042.3715067,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683042.378808,10.0.1.1,1,42,0.1,4.2,0,0,42.0,0,0,0,1,0,0
1763683042.4092164,10.0.1.10,4,288,0.4,28.8,2,2,72.0,0.020754535772273194,0,0.0,0,0,3
1763683042.4354224,10.0.1.11,2,116,0.2,11.6,1,1,58.0,0,1,1.0,0,1,0
1763683043.4707878,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683043.4800658,10.0.1.10,2,148,0.2,14.8,1,1,74.0,0,0,0.0,0,0,1
1763683044.52478,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683044.534304,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683044.5891972,10.0.1.10,9,634,0.9,63.4,3,3,70.44444444444444,0.008232757131581607,0,0.0,0,0,5
1763683044.6368713,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683045.673456,10.0.1.10,2,140,0.2,14.0,1,1,70.0,0,0,0.0,0,0,0
1763683045.701508,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683046.7509837,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0012860599651094257,2,0.5,0,0,2
1763683046.7616181,10.0.1.10,6,420,0.6,42.0,2,2,70.0,0.24918622057504838,0,0.0,0,0,4
1763683046.8099616,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683047.8521554,10.0.2.10,2,0,0.2,0.0,0,0,0.0,0,0,0,0,0,2
1763683047.8628867,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683047.90977,10.0.1.10,5,354,0.5,35.4,2,2,70.8,0.07174664928979113,0,0.0,0,0,1
1763683047.956036,10.0.1.11,3,74,0.3,7.4,1,1,24.666666666666668,0.0058574676513671875,1,1.0,0,0,1
1763683049.0037906,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683049.0129364,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.0026285520600373476,2,0.5,0,0,2
1763683049.0604181,10.0.1.10,5,362,0.5,36.2,2,2,72.4,0.11361306206322286,0,0.0,0,0,4
1763683050.1044426,10.0.1.10,3,206,0.3,20.6,1,1,68.66666666666667,0.0014394521713256836,0,0.0,0,0,1
1763683050.1142817,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,1
1763683051.1627886,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0021842322379389636,2,0.5,0,0,2
1763683051.1973028,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683051.2473252,10.0.1.10,7,502,0.7,50.2,3,3,71.71428571428571,0.20897614048734658,0,0.0,0,0,3
1763683051.3461664,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683052.4447048,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.0024036150576243797,2,0.5,0,0,2
1763683052.453667,10.0.1.10,7,494,0.7,49.4,3,3,70.57142857142857,0.1828310476238221,0,0.0,0,0,3
1763683052.4877079,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683052.5086198,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683053.5292344,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683053.5476866,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683053.5690432,10.0.1.10,8,560,0.8,56.0,2,2,70.0,0.1797608271549845,0,0.0,0,0,3
1763683054.5902205,10.0.1.1,1,42,0.1,4.2,0,0,42.0,0,0,0,0,1,0
1763683054.6008112,10.0.1.10,5,346,0.5,34.6,2,2,69.2,0.26877266917564857,0,0.0,0,0,1
1763683054.6291826,10.0.1.11,2,116,0.2,11.6,1,1,58.0,0,1,1.0,1,0,0
1763683054.6494672,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683055.669951,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0022743633103330437,2,0.5,0,0,2
1763683055.6789865,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.0023614081826294686,2,0.5,0,0,2
1763683055.7056293,10.0.1.10,6,436,0.6,43.6,3,3,72.66666666666667,0.07740478265232731,0,0.0,0,0,3
1763683055.7278967,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683056.7482393,10.0.1.10,3,206,0.3,20.6,1,1,68.66666666666667,0.0016502141952514648,0,0.0,0,0,1
1763683056.7620227,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683058.790084,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.002214349541669663,2,0.5,0,0,2
1763683058.8014982,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683058.8262854,10.0.1.10,6,436,0.6,43.6,3,3,72.66666666666667,0.1975571460932606,0,0.0,0,0,3
1763683058.8496115,10.0.1.12,3,346,0.3,34.6,1,1,115.33333333333333,0.004049420356750488,1,0.3333333333333333,0,0,0
1763683059.879096,10.0.1.10,2,140,0.2,14.0,1,1,70.0,0,0,0.0,0,0,1
1763683059.8875844,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683060.9136968,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683060.9229124,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.002390174737392234,2,0.5,0,0,2
1763683060.9489052,10.0.1.10,5,362,0.5,36.2,2,2,72.4,0.09591622487462151,0,0.0,0,0,3
1763683061.973859,10.0.1.10,2,140,0.2,14.0,1,1,70.0,0,0,0.0,0,0,1
1763683061.9825163,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683063.0114605,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683063.0186484,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683063.0481687,10.0.1.10,9,634,0.9,63.4,3,3,70.44444444444444,0.05463603730930051,0,0.0,0,0,3
1763683063.0732775,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683064.098529,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683064.1089053,10.0.1.10,5,354,0.5,35.4,2,2,70.8,0.058052613542598004,0,0.0,0,0,2
1763683064.137557,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683065.1641304,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683065.17348,10.0.2.11,3,354,0.3,35.4,1,1,118.0,0.0024415254592895508,2,0.6666666666666666,0,0,2
1763683065.2008266,10.0.1.10,6,428,0.6,42.8,2,2,71.33333333333333,0.01950288865051864,0,0.0,0,0,4
1763683066.2235534,10.0.1.10,2,140,0.2,14.0,1,1,70.0,0,0,0.0,0,0,1
1763683066.2330382,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683067.2575145,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683067.2650232,10.0.1.10,7,428,0.7,42.8,3,3,61.142857142857146,0.19191355748821798,0,0.0,0,0,2
1763683067.2976315,10.0.1.11,4,346,0.4,34.6,1,1,86.5,0.2443392714414169,1,0.3333333333333333,0,0,0
1763683067.3240921,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683068.3462312,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683068.3542545,10.0.1.10,3,214,0.3,21.4,1,1,71.33333333333333,0.0007406473159790039,0,0.0,0,0,1
1763683069.3801253,10.0.1.10,2,140,0.2,14.0,1,1,70.0,0,0,0.0,0,0,1
1763683069.4103243,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683070.435888,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683070.44462,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.0009546382919693205,2,0.5,0,0,2
1763683070.4745376,10.0.1.10,7,494,0.7,49.4,2,2,70.57142857142857,0.034792039115480934,0,0.0,0,0,5
1763683071.498352,10.0.2.10,4,148,0.4,14.8,1,1,37.0,0.20299381598582703,2,1.0,0,0,4
1763683071.507061,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683071.5518098,10.0.1.10,13,774,1.3,77.4,4,4,59.53846153846154,0.1346110749313712,0,0.0,0,0,7
1763683071.5878556,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683071.612344,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683072.6368897,10.0.2.10,2,0,0.2,0.0,0,0,0.0,0,0,0,0,0,2
1763683072.6463366,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.0014781609782494936,2,0.5,0,0,2
1763683072.6715724,10.0.1.10,9,552,0.9,55.2,2,2,61.333333333333336,0.2296901632366871,0,0.0,0,0,3
1763683072.6953456,10.0.1.11,3,74,0.3,7.4,1,1,24.666666666666668,0.008029460906982422,1,1.0,0,0,1
1763683072.713111,10.0.1.12,1,0,0.1,0.0,0,0,0.0,0,0,0,0,0,0
1763683074.7372434,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.001774259019193303,2,0.5,0,0,2
1763683074.7423644,10.0.1.10,4,288,0.4,28.8,2,2,72.0,0.37246153517658104,0,0.0,0,0,3
1763683074.7648735,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683075.7846766,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683075.7944698,10.0.1.10,6,420,0.6,42.0,2,2,70.0,0.22754429490359948,0,0.0,0,0,2
1763683075.8318172,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,1
1763683076.8548203,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0011658987109410674,2,0.5,0,0,2
1763683076.859668,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683076.8814445,10.0.1.10,8,568,0.8,56.8,3,3,71.0,0.23077425787989672,0,0.0,0,0,5
1763683076.900558,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683078.9266708,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683078.9535732,10.0.1.10,4,288,0.4,28.8,2,2,72.0,0.016329859375742366,0,0.0,0,0,3
1763683078.9817417,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683080.0060244,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683080.0382261,10.0.1.10,4,288,0.4,28.8,2,2,72.0,0.12989386746284132,0,0.0,0,0,2
1763683080.0654352,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683081.0874693,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683081.099519,10.0.1.10,3,214,0.3,21.4,1,1,71.33333333333333,6.759166717529297e-05,0,0.0,0,0,1
1763683082.1255844,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683082.1406581,10.0.1.10,5,354,0.5,35.4,2,2,70.8,0.21637290594111075,0,0.0,0,0,3
1763683082.1669817,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683083.1907244,10.0.2.10,2,0,0.2,0.0,0,0,0.0,0,0,0,0,0,2
1763683083.2038617,10.0.1.10,2,140,0.2,14.0,1,1,70.0,0,0,0.0,0,0,0
1763683083.230176,10.0.1.11,3,74,0.3,7.4,1,1,24.666666666666668,0.006227254867553711,1,1.0,0,0,1
1763683084.2498746,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683084.262671,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683084.288875,10.0.1.10,8,568,0.8,56.8,3,3,71.0,0.030399740250537776,0,0.0,0,0,4
1763683084.3287776,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,1
1763683085.3400643,10.0.1.10,2,140,0.2,14.0,1,1,70.0,0,0,0.0,0,0,0
1763683085.3507648,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683086.3831637,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683086.3942804,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683086.4232352,10.0.1.10,9,634,0.9,63.4,3,3,70.44444444444444,0.0485158447127375,0,0.0,0,0,3
1763683086.4473884,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683087.4714928,10.0.1.10,3,206,0.3,20.6,1,1,68.66666666666667,0.0016151666641235352,0,0.0,0,0,1
1763683087.479676,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683088.5039887,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683088.513604,10.0.1.1,1,42,0.1,4.2,0,0,42.0,0,0,0,1,0,0
1763683088.5404425,10.0.1.10,4,288,0.4,28.8,2,2,72.0,0.3617262835684636,0,0.0,0,0,1
1763683088.5601125,10.0.1.11,2,116,0.2,11.6,1,1,58.0,0,1,1.0,0,1,0
1763683089.5815973,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683089.5934858,10.0.1.10,5,346,0.5,34.6,2,2,69.2,0.021047527575534197,0,0.0,0,0,2
1763683090.617095,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683090.6262896,10.0.1.10,4,280,0.4,28.0,1,1,70.0,0.0007470944317150635,0,0.0,0,0,2
1763683091.6527631,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683091.6611338,10.0.1.10,7,494,0.7,49.4,3,3,70.57142857142857,0.07861773012597827,0,0.0,0,0,2
1763683091.688273,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683091.7083,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683092.7267485,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683092.737703,10.0.1.10,4,280,0.4,28.0,1,1,70.0,0.0015850074430854978,0,0.0,0,0,2
1763683093.7673798,10.0.1.10,3,206,0.3,20.6,1,1,68.66666666666667,0.0018928050994873047,0,0.0,0,0,1
1763683093.7732868,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683094.7997618,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683094.8113227,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683094.8343894,10.0.1.10,5,362,0.5,36.2,2,2,72.4,0.06299822193911342,0,0.0,0,0,3
1763683095.8588128,10.0.2.10,6,420,0.6,42.0,1,1,70.0,0.06610149435476033,2,0.5,0,0,4
1763683095.872068,10.0.1.10,8,560,0.8,56.0,3,3,70.0,0.20637586945198563,0,0.0,0,0,5
1763683095.8969686,10.0.1.11,3,74,0.3,7.4,1,1,24.666666666666668,0.011236310005187988,1,1.0,0,0,1
1763683095.9174397,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683096.9425488,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683096.9553695,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683096.9817588,10.0.1.10,6,428,0.6,42.8,2,2,71.33333333333333,0.1436323025245022,0,0.0,0,0,3
1763683098.01006,10.0.1.10,2,140,0.2,14.0,1,1,70.0,0,0,0.0,0,0,1
1763683098.0201159,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,1
1763683099.048457,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683099.0552459,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683099.0833526,10.0.1.10,6,362,0.6,36.2,2,2,60.333333333333336,0.23822915069413303,0,0.0,0,0,4
1763683099.1124601,10.0.1.11,1,0,0.1,0.0,0,0,0.0,0,0,0,0,0,0
1763683100.142467,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.001241894913388399,2,0.5,0,0,2
1763683100.15197,10.0.1.1,1,42,0.1,4.2,0,0,42.0,0,0,0,0,1,0
1763683100.173302,10.0.1.10,4,280,0.4,28.0,1,1,70.0,0.00048059785872202635,0,0.0,0,0,3
1763683100.192414,10.0.1.11,1,42,0.1,4.2,0,0,42.0,0,0,0,1,0,0
1763683101.2096748,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683101.2313395,10.0.1.10,7,494,0.7,49.4,3,3,70.57142857142857,0.24674005690118828,0,0.0,0,0,2
1763683101.2658358,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683101.2947893,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683102.3290913,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683102.3489292,10.0.1.10,4,214,0.4,21.4,1,1,53.5,0.012025525507894447,0,0.0,0,0,3
1763683102.3807042,10.0.1.12,1,0,0.1,0.0,0,0,0.0,0,0,0,0,0,0
1763683103.4087994,10.0.2.10,6,420,0.6,42.0,1,1,70.0,0.02794619786053103,2,0.5,0,0,4
1763683103.4176528,10.0.1.10,9,494,0.9,49.4,3,3,54.888888888888886,0.03791204057781381,0,0.0,0,0,4
1763683103.451092,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683103.4755924,10.0.1.12,3,346,0.3,34.6,1,1,115.33333333333333,0.0007073879241943359,1,0.3333333333333333,0,0,0
1763683104.5033197,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0010922819514546404,2,0.5,0,0,2
1763683104.5127487,10.0.2.11,4,420,0.4,42.0,1,1,105.0,0.001042228013674391,2,0.5,0,0,2
1763683104.5434115,10.0.1.10,10,700,1.0,70.0,3,3,70.0,0.08173415773744827,0,0.0,0,0,7
1763683104.5677986,10.0.1.11,3,346,0.3,34.6,1,1,115.33333333333333,0.0008060932159423828,1,0.3333333333333333,0,0,0
1763683106.5904832,10.0.2.10,4,420,0.4,42.0,1,1,105.0,0.0020843949534485183,2,0.5,0,0,2
1763683106.6160727,10.0.1.10,6,428,0.6,42.8,3,3,71.33333333333333,0.104161621862572,0,0.0,0,0,2
1763683106.6329896,10.0.1.11,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683106.653196,10.0.1.12,1,74,0.1,7.4,1,1,74.0,0,1,1.0,0,0,0
1763683107.6785767,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683107.6871855,10.0.1.10,3,214,0.3,21.4,1,1,71.33333333333333,0.0002969503402709961,0,0.0,0,0,2
1763683109.7189796,10.0.2.10,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
1763683109.7279143,10.0.2.11,2,148,0.2,14.8,1,1,74.0,0,2,1.0,0,0,2
